inf_ecg.csv,inf_gsr.csv,inf_ppg.csv,pixart.csv,Mental Demand,Physical Demand,Temporal Demand,Performance,Effort,Frustration,out1,out2,out3,out4,out5,out6
0.00043333333333333695,7.3965680989583324,35.442825,-1089618.3131707318,50.0,5.0,5.0,5.0,50.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
8.463541666667874e-06,6.481394401041666,35.44312330729167,-1127095.6107317074,10.0,5.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.001627604166666665,6.859030859375,35.33969049479167,-1063682.836097561,45.0,5.0,15.0,5.0,35.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0006128906250000007,5.77236796875,35.44325325520834,-1042315.6712195122,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.00023151041666666836,3.2542264322916665,35.47864973958334,-1181920.143414634,5.0,5.0,5.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.0010434895833333336,5.195881510416667,35.253973046875,-1193118.3775609755,10.0,5.0,5.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
4.1666666666689835e-06,7.199746875,35.173026953124996,-1158378.0783739837,50.0,5.0,5.0,5.0,50.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.0005333333333333324,6.41915703125,35.17104036458333,-1142879.14699187,10.0,5.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
5.520833333333477e-05,6.856226432291667,35.32934283854167,-1083267.2295934958,45.0,5.0,15.0,5.0,35.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.000300260416666664,5.43317109375,35.454861718749996,-997248.363902439,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0006365885416666649,3.16611953125,35.25615403645834,-1211342.1577235772,5.0,5.0,5.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0009803385416666686,5.273144270833333,35.383173046874994,-1187511.5424390244,10.0,5.0,5.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.00026458333333333114,7.271812630208333,35.34171158854166,-1155147.256910569,50.0,5.0,5.0,5.0,50.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0019458333333333337,6.097126822916666,35.498883854166664,-1157909.889105691,10.0,5.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.000337890624999998,6.799729817708333,35.20405989583333,-1071601.7512195122,45.0,5.0,15.0,5.0,35.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0007973958333333315,5.098784244791667,35.207775651041665,-1008081.6204878049,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0016748697916666676,2.9471746093749998,35.45988098958334,-1224922.2,5.0,5.0,5.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.0010591145833333303,5.193159114583334,35.38983723958334,-1163201.9398373985,10.0,5.0,5.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0008083333333333357,7.121381640625,35.30627252604167,-1125003.6952845529,50.0,5.0,5.0,5.0,50.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.0006434895833333332,5.881545442708333,35.334100130208334,-1107380.8699186991,10.0,5.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0009747395833333371,6.718658984375001,35.291977734375,-1080392.6364227643,45.0,5.0,15.0,5.0,35.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0
7.317708333333591e-05,4.845713020833333,35.071359505208335,-1036837.5775609756,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0007703124999999978,2.596979036458334,35.54440924479166,-1153667.1463414633,5.0,5.0,5.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0006526041666666681,5.377396354166666,35.28606861979166,-1170862.2461788617,10.0,5.0,5.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0003914062499999973,7.291431901041666,35.307154557291675,-1151172.2273170731,50.0,5.0,5.0,5.0,50.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
4.088541666666737e-05,5.61949921875,35.30440677083334,-1125545.714796748,10.0,5.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.0006701822916666642,6.521424609375,35.30350859375,-1078125.4904065041,45.0,5.0,15.0,5.0,35.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0014052083333333353,4.7776036458333335,35.37060208333334,-1017615.7616260162,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0011066406249999976,2.5483338541666667,35.194575390625,-1192996.1063414635,5.0,5.0,5.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.0007333333333333324,5.289323828125,35.39756263020833,-1167076.2559349593,10.0,5.0,5.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
9.856770833333554e-05,7.0102766927083335,35.448652734374996,-1151055.1053658538,50.0,5.0,5.0,5.0,50.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.000282161458333331,5.647511588541666,35.18739283854167,-1140711.4884552846,10.0,5.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
0.000698828125000002,6.606693359375,35.39186927083333,-1040686.3021138211,45.0,5.0,15.0,5.0,35.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0014386718749999966,4.49808828125,35.51781822916667,-1019068.2754471544,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.000401953125000002,2.3521300781249996,35.30273971354166,-1168518.3151219513,5.0,5.0,5.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0009604166666666687,4.90140859375,35.21934309895833,-1160706.0055284554,10.0,5.0,5.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0009229166666666677,7.0352075520833335,35.21957916666667,-1134521.4045528455,50.0,5.0,5.0,5.0,50.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
0.00037630208333333575,5.5073292968750005,35.32324101562501,-1120710.5343089432,10.0,5.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.0006124999999999981,6.679591276041666,35.41270533854166,-1053504.9694308944,45.0,5.0,15.0,5.0,35.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0
0.001470182291666668,4.285757552083334,35.18407682291666,-1026820.1128455284,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0005417968749999986,1.7277846354166668,35.351805468749994,-1546114.8848780487,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0005682291666666662,2.1382152343750005,35.33533697916666,-1495043.234796748,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
0.00022304687499999896,2.6086158854166666,35.379165625,-1446013.150894309,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
0.000644010416666665,2.954755078125,35.28363177083334,-1433945.70699187,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.00021705729166666526,3.208892057291666,35.448661328125,-1426462.062113821,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.00022630208333333167,3.2201480468750003,35.285194140625,-1327553.7453658537,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0005947916666666675,1.6999520833333333,35.288080468749996,-1485593.3609756099,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.00043906250000000184,2.2736691406250005,35.36843854166667,-1485542.0497560976,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
1.028645833333434e-05,2.658273046875,35.20912473958333,-1333242.8081300813,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.0015833333333333329,3.17850390625,35.20889609375,-1361451.1593495936,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.00043177083333333137,3.2393328125000003,35.29645143229166,-1387079.802601626,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0022385416666666695,2.957613932291667,35.43179596354166,-1285829.4416260163,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0001343750000000029,1.5560545572916666,35.26255325520833,-1482834.1746341463,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
0.00013411458333333567,2.1365680989583336,35.27931028645833,-1468911.7889430895,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0018740885416666686,2.5204436197916666,35.39068177083333,-1377021.481300813,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0007398437500000015,3.1447963541666666,35.4515625,-1353354.0224390244,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.0010122395833333311,3.0136460937500003,35.380704557291665,-1329989.809105691,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0020838541666666666,2.6630828125000003,35.30106171875,-1343670.7671544715,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0009343749999999953,1.5366432291666667,35.325289453125,-1479119.2653658537,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.0008617187499999987,2.0839373697916668,35.26543125,-1487942.9544715448,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0001609375000000038,2.5126069010416665,35.45294830729167,-1354978.0536585366,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.00047018229166666524,3.1374412760416663,35.28223984375001,-1391444.417886179,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0007091145833333351,2.9591371093750003,35.24511184895834,-1431249.0780487806,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.000555078124999998,2.4561067708333337,35.29861263020833,-1361046.7983739837,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0004048177083333333,1.4626459635416666,35.37129453125,-1450219.5196747968,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.00028932291666666635,2.0381890625000003,35.29922018229167,-1490639.6263414633,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0017932291666666665,2.5409579427083333,35.382779687500005,-1388960.1180487806,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0008604166666666688,3.229861979166667,35.30927682291667,-1391646.0803252032,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
0.00033294270833333374,3.0534513020833334,35.291124609375,-1428748.357398374,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0007059895833333359,2.3870167968750002,35.28837591145834,-1337428.2234146341,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0015438802083333342,1.4235890625,35.16851588541667,-1448294.4029268292,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0016821614583333315,2.0323003906249997,35.32597565104167,-1462926.3951219511,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0016173177083333332,2.5634432291666664,35.206345963541665,-1408104.0718699186,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
0.00026276041666666825,3.2576805989583333,35.235438932291665,-1395562.708617886,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
0.00017239583333333598,3.0156539062500003,35.25302877604167,-1454326.0744715447,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
3.424479166666804e-05,2.316299609375,35.54945533854167,-1323587.9372357724,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.00036718749999999783,1.42718828125,35.27834153645833,-1471247.3707317074,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
-6.523437500000034e-05,2.0301414062500003,35.34509075520834,-1471292.8419512196,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0011475260416666663,2.5591048177083335,35.34397005208334,-1393120.8042276422,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.000746614583333329,3.239515625,35.346686197916675,-1410581.2959349593,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.0012110677083333327,2.9709341145833337,35.36376080729166,-1433558.8081300813,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
0.00014674479166666942,2.647809375,35.08316588541666,-1367506.510894309,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0005256510416666688,1.3930582031249998,35.45376380208334,-1456783.3258536586,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.0017781249999999998,2.087524739583333,35.267712890625,-1495606.6559349594,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.003941145833333335,2.622926822916667,35.262982421875,-1419023.232195122,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0010954427083333343,3.146742838541667,35.25676562499999,-1427172.6871544716,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0005312500000000016,2.980480859375,35.29601731770833,-1399077.482601626,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0007755208333333351,2.9144472656250002,35.44788997395833,-1373840.045203252,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0012098958333333315,1.3235669270833332,35.318714843749994,-1459323.64,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0017833333333333336,2.105486458333333,35.38224713541667,-1495250.196097561,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
0.004411588541666665,2.6020177083333333,35.336413541666666,-1386907.3193495935,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
-6.22395833333311e-05,3.2012951822916667,35.45887447916666,-1456018.84,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
0.00024205729166666747,3.0003296875,35.3572953125,-1419499.857886179,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0004967447916666693,3.2945441406250002,35.091564322916675,-1382273.5073170732,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0006947916666666688,1.4547845052083332,35.19034583333333,-1478005.8247154471,10.0,15.0,15.0,15.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.0005889322916666676,2.1840578125,35.34865338541667,-1419880.5258536586,40.0,25.0,55.0,40.0,60.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.000364453124999999,2.5073276041666666,35.3012078125,-1417821.642601626,85.0,85.0,100.0,85.0,85.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.00039414062499999736,3.19767421875,35.31020768229167,-1343113.620487805,20.0,15.0,25.0,20.0,45.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0011601562500000004,2.9071658854166667,35.216137890625,-1425662.0178861788,75.0,80.0,80.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0010563802083333326,3.4036337239583334,35.32797005208333,-1362404.6565853658,10.0,15.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0003358072916666678,1.1686740885416667,35.199485546875,-1918814.9206504065,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0003289062499999993,1.63319765625,35.189042968749995,-2041539.8318699186,65.0,70.0,75.0,25.0,80.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0004128906249999995,1.2334889322916667,35.223637760416665,-1920745.5762601625,90.0,95.0,95.0,95.0,90.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0
0.00025078125000000024,1.4450147135416667,35.255707682291664,-1870412.6110569106,50.0,50.0,50.0,20.0,55.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0008097656250000017,1.4857725260416668,35.28239596354167,-2151190.4146341463,80.0,75.0,80.0,10.0,65.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0009115885416666681,1.3858173177083335,35.39281328125,-2004130.525203252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0003816406250000022,1.2622817708333331,35.16768294270833,-1935691.616585366,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.0006197916666666666,1.5437959635416667,35.41208411458333,-1986630.842601626,65.0,70.0,75.0,25.0,80.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.00040585937499999916,1.1453850260416667,35.345295182291665,-1898554.278699187,90.0,95.0,95.0,95.0,90.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.00023815104166666697,1.351975390625,35.275397135416675,-1906717.4832520324,50.0,50.0,50.0,20.0,55.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.00021445312500000083,1.3519307291666667,35.38555247395834,-2172529.60097561,80.0,75.0,80.0,10.0,65.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0007484375000000001,1.3740381510416666,35.21815533854167,-1992624.6344715448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1588541666665275e-05,1.231798828125,35.37402552083333,-1927543.8338211381,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0004826822916666641,1.4554731770833333,35.270967187500005,-2012986.8478048781,65.0,70.0,75.0,25.0,80.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0004367187500000008,1.077137109375,35.313465625000006,-1929239.6972357724,90.0,95.0,95.0,95.0,90.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0004907552083333331,1.3409381510416667,35.53752708333333,-1897999.4559349595,50.0,50.0,50.0,20.0,55.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.0004526041666666668,1.2667902343750002,35.33787369791666,-2150239.868292683,80.0,75.0,80.0,10.0,65.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0001173177083333333,1.292764453125,35.4910484375,-1982831.3525203252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.00035755208333333467,1.2582102864583333,35.29526861979166,-1910513.5749593496,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.0003013020833333355,1.4158494791666667,35.48533072916667,-2010733.9099186992,65.0,70.0,75.0,25.0,80.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.00012408854166666612,1.0576583333333334,35.368446354166664,-1941695.7609756098,90.0,95.0,95.0,95.0,90.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0
-4.8567708333332436e-05,1.36174765625,35.178619140625,-1909663.5463414635,50.0,50.0,50.0,20.0,55.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0006898437499999993,1.2732200520833332,35.420340234375,-2117917.366178862,80.0,75.0,80.0,10.0,65.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0005890625000000018,1.4527805989583333,35.10432994791667,-1915339.9203252033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0004408854166666656,1.2602164062499999,35.287984375,-1905133.1697560975,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0003001302083333308,1.3926075520833334,35.27773385416667,-2034906.255284553,65.0,70.0,75.0,25.0,80.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0009161458333333328,1.0506727864583332,35.28723229166666,-1913255.0858536586,90.0,95.0,95.0,95.0,90.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0
4.9609375000000086e-05,1.3309365885416669,35.370344140625,-1897955.060487805,50.0,50.0,50.0,20.0,55.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0
-9.765625000000717e-06,1.2166186197916666,35.252845442708335,-2114702.043902439,80.0,75.0,80.0,10.0,65.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0010880208333333347,1.3828822916666668,35.478558203125004,-1950911.0832520325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.00010364583333333418,1.2183790364583333,35.28695690104167,-1894731.1073170733,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0001259114583333308,1.3381550781249998,35.31715,-2040614.8380487806,65.0,70.0,75.0,25.0,80.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
3.919270833333266e-05,1.0311843749999998,35.306133984375,-1919421.0318699188,90.0,95.0,95.0,95.0,90.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.00047148437499999936,1.2421233072916669,35.192715234375,-1899155.4656910568,50.0,50.0,50.0,20.0,55.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.0005536458333333346,1.1930713541666667,35.40641549479167,-2152031.094308943,80.0,75.0,80.0,10.0,65.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0006782552083333314,1.3848658854166667,35.32276783854167,-1962077.7616260163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1458333333333228e-05,1.1531626302083333,35.35267421875,-1895273.2790243903,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.0007687500000000014,1.291546875,35.35639322916666,-2053534.5837398374,65.0,70.0,75.0,25.0,80.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.00014270833333333323,1.047559765625,35.349026953125,-1927381.712195122,90.0,95.0,95.0,95.0,90.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0
0.00038932291666666694,1.1756080729166665,35.21225299479167,-1907783.958699187,50.0,50.0,50.0,20.0,55.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.00021562499999999983,1.1768666666666667,35.07116731770832,-2129788.4764227644,80.0,75.0,80.0,10.0,65.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0
-6.119791666669115e-06,1.4324013020833335,35.173387890625,-1975126.197398374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0002261718750000006,1.14820234375,35.40040703124999,-1902301.485203252,5.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0007623697916666646,1.2721759114583333,35.27313880208333,-2006509.2380487805,65.0,70.0,75.0,25.0,80.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
